municip_code_ibge,year,months_suitable
2613305,2015,12
2613305,2016,12
2613305,2017,12
2613305,2018,12
2613305,2019,12
2613305,2020,12
2613404,2001,12
2613404,2002,12
2613404,2003,12
2613404,2004,12
2613404,2005,12
2613404,2006,12
2613404,2007,12
2613404,2008,12
2613404,2009,12
2613404,2010,12
2613404,2011,12
2613404,2012,12
2613404,2013,12
2613404,2014,12
2613404,2015,12
2613404,2016,12
2613404,2017,12
2613404,2018,12
2613404,2019,12
2613404,2020,12
2613503,2001,12
2613503,2002,12
2613503,2003,12
2613503,2004,12
2613503,2005,12
2613503,2006,12
2613503,2007,12
2613503,2008,12
2613503,2009,12
2613503,2010,12
2613503,2011,12
2613503,2012,12
2613503,2013,12
2613503,2014,12
2613503,2015,12
2613503,2016,12
2613503,2017,12
2613503,2018,12
2613503,2019,12
2613503,2020,12
2613602,2001,12
2613602,2002,12
2613602,2003,12
2613602,2004,12
2613602,2005,12
2613602,2006,12
2613602,2007,12
2613602,2008,12
2613602,2009,12
2613602,2010,12
2613602,2011,12
2613602,2012,12
2613602,2013,12
2613602,2014,12
2613602,2015,12
2613602,2016,12
2613602,2017,12
2613602,2018,12
2613602,2019,12
2613602,2020,12
2613701,2001,12
2613701,2002,12
2613701,2003,12
2613701,2004,12
2613701,2005,12
2613701,2006,12
2613701,2007,12
2613701,2008,12
2613701,2009,12
2613701,2010,12
2613701,2011,12
2613701,2012,12
2613701,2013,12
2613701,2014,12
2613701,2015,12
2613701,2016,12
2613701,2017,12
2613701,2018,12
2613701,2019,12
2613701,2020,12
2613800,2001,12
2613800,2002,12
2613800,2003,12
2613800,2004,12
2613800,2005,12
2613800,2006,12
2613800,2007,12
2613800,2008,12
2613800,2009,12
2613800,2010,12
2613800,2011,12
2613800,2012,12
2613800,2013,12
2613800,2014,12
2613800,2015,12
2613800,2016,12
2613800,2017,12
2613800,2018,12
2613800,2019,12
2613800,2020,12
2613909,2001,12
2613909,2002,12
2613909,2003,12
2613909,2004,12
2613909,2005,12
2613909,2006,12
2613909,2007,12
2613909,2008,12
2613909,2009,12
2613909,2010,12
2613909,2011,12
2613909,2012,12
2613909,2013,12
2613909,2014,12
2613909,2015,12
2613909,2016,12
2613909,2017,12
2613909,2018,12
2613909,2019,12
2613909,2020,12
2614006,2001,12
2614006,2002,12
2614006,2003,12
2614006,2004,12
2614006,2005,12
2614006,2006,12
2614006,2007,12
2614006,2008,12
2614006,2009,12
2614006,2010,12
2614006,2011,12
2614006,2012,12
2614006,2013,12
2614006,2014,12
2614006,2015,12
2614006,2016,12
2614006,2017,12
2614006,2018,12
2614006,2019,12
2614006,2020,12
2614105,2001,12
2614105,2002,12
2614105,2003,12
2614105,2004,12
2614105,2005,12
2614105,2006,12
2614105,2007,12
2614105,2008,12
2614105,2009,12
2614105,2010,12
2614105,2011,12
2614105,2012,12
2614105,2013,12
2614105,2014,12
2614105,2015,12
2614105,2016,12
2614105,2017,12
2614105,2018,12
2614105,2019,12
2614105,2020,12
2614204,2001,12
2614204,2002,12
2614204,2003,12
2614204,2004,12
2614204,2005,12
2614204,2006,12
2614204,2007,12
2614204,2008,12
2614204,2009,12
2614204,2010,12
2614204,2011,12
2614204,2012,12
2614204,2013,12
2614204,2014,12
2614204,2015,12
2614204,2016,12
2614204,2017,12
2614204,2018,12
2614204,2019,12
2614204,2020,12
2614303,2001,12
2614303,2002,12
2614303,2003,12
2614303,2004,12
2614303,2005,12
2614303,2006,12
2614303,2007,12
2614303,2008,12
2614303,2009,12
2614303,2010,12
2614303,2011,12
2614303,2012,12
2614303,2013,12
2614303,2014,12
2614303,2015,12
2614303,2016,12
2614303,2017,12
2614303,2018,12
2614303,2019,12
2614303,2020,12
2614402,2001,12
2614402,2002,12
2614402,2003,12
2614402,2004,12
2614402,2005,12
2614402,2006,12
2614402,2007,12
2614402,2008,12
2614402,2009,12
2614402,2010,12
2614402,2011,12
2614402,2012,12
2614402,2013,12
2614402,2014,12
2614402,2015,12
2614402,2016,12
2614402,2017,12
2614402,2018,12
2614402,2019,12
2614402,2020,12
2614501,2001,12
2614501,2002,12
2614501,2003,12
2614501,2004,12
2614501,2005,12
2614501,2006,12
2614501,2007,12
2614501,2008,12
2614501,2009,12
2614501,2010,12
2614501,2011,12
2614501,2012,12
2614501,2013,12
2614501,2014,12
2614501,2015,12
2614501,2016,12
2614501,2017,12
2614501,2018,12
2614501,2019,12
2614501,2020,12
2614600,2001,12
2614600,2002,12
2614600,2003,12
2614600,2004,12
2614600,2005,12
2614600,2006,12
2614600,2007,12
2614600,2008,12
2614600,2009,12
2614600,2010,12
2614600,2011,12
2614600,2012,12
2614600,2013,12
2614600,2014,12
2614600,2015,12
2614600,2016,12
2614600,2017,12
2614600,2018,12
2614600,2019,12
2614600,2020,12
2614709,2001,12
2614709,2002,12
2614709,2003,12
2614709,2004,12
2614709,2005,12
2614709,2006,12
2614709,2007,12
2614709,2008,12
2614709,2009,12
2614709,2010,12
2614709,2011,12
2614709,2012,12
2614709,2013,12
2614709,2014,12
2614709,2015,12
2614709,2016,12
2614709,2017,12
2614709,2018,12
2614709,2019,12
2614709,2020,12
2614808,2001,12
2614808,2002,12
2614808,2003,12
2614808,2004,12
2614808,2005,12
2614808,2006,12
2614808,2007,12
2614808,2008,12
2614808,2009,12
2614808,2010,12
2614808,2011,12
2614808,2012,12
2614808,2013,12
2614808,2014,12
2614808,2015,12
2614808,2016,12
2614808,2017,12
2614808,2018,12
2614808,2019,12
2614808,2020,12
2614857,2001,12
2614857,2002,12
2614857,2003,12
2614857,2004,12
2614857,2005,12
2614857,2006,12
2614857,2007,12
2614857,2008,12
2614857,2009,12
2614857,2010,12
2614857,2011,12
2614857,2012,12
2614857,2013,12
2614857,2014,12
2614857,2015,12
2614857,2016,12
2614857,2017,12
2614857,2018,12
2614857,2019,12
2614857,2020,12
2615003,2001,12
2615003,2002,12
2615003,2003,12
2615003,2004,12
2615003,2005,12
2615003,2006,12
2615003,2007,12
2615003,2008,12
2615003,2009,12
2615003,2010,12
2615003,2011,12
2615003,2012,12
2615003,2013,12
2615003,2014,12
2615003,2015,12
2615003,2016,12
2615003,2017,12
2615003,2018,12
2615003,2019,12
2615003,2020,12
2615102,2001,12
2615102,2002,12
2615102,2003,12
2615102,2004,12
2615102,2005,12
2615102,2006,12
2615102,2007,12
2615102,2008,12
2615102,2009,12
2615102,2010,12
2615102,2011,12
2615102,2012,12
2615102,2013,12
2615102,2014,12
2615102,2015,12
2615102,2016,12
2615102,2017,12
2615102,2018,12
2615102,2019,12
2615102,2020,12
2615201,2001,12
2615201,2002,12
2615201,2003,12
2615201,2004,12
2615201,2005,12
2615201,2006,12
2615201,2007,12
2615201,2008,12
2615201,2009,12
2615201,2010,12
2615201,2011,12
2615201,2012,12
2615201,2013,12
2615201,2014,12
2615201,2015,12
2615201,2016,12
2615201,2017,12
2615201,2018,12
2615201,2019,12
2615201,2020,12
2615300,2001,12
2615300,2002,12
2615300,2003,12
2615300,2004,12
2615300,2005,12
2615300,2006,12
2615300,2007,12
2615300,2008,12
2615300,2009,12
2615300,2010,12
2615300,2011,12
2615300,2012,12
2615300,2013,12
2615300,2014,12
2615300,2015,12
2615300,2016,12
2615300,2017,12
2615300,2018,12
2615300,2019,12
2615300,2020,12
2615409,2001,12
2615409,2002,12
2615409,2003,12
2615409,2004,12
2615409,2005,12
2615409,2006,12
2615409,2007,12
2615409,2008,12
2615409,2009,12
2615409,2010,12
2615409,2011,12
2615409,2012,12
2615409,2013,12
2615409,2014,12
2615409,2015,12
2615409,2016,12
2615409,2017,12
2615409,2018,12
2615409,2019,12
2615409,2020,12
2615508,2001,12
2615508,2002,12
2615508,2003,12
2615508,2004,12
2615508,2005,12
2615508,2006,12
2615508,2007,12
2615508,2008,12
2615508,2009,12
2615508,2010,12
2615508,2011,12
2615508,2012,12
2615508,2013,12
2615508,2014,12
2615508,2015,12
2615508,2016,12
2615508,2017,12
2615508,2018,12
2615508,2019,12
2615508,2020,12
2615607,2001,12
2615607,2002,12
2615607,2003,12
2615607,2004,12
2615607,2005,12
2615607,2006,12
2615607,2007,12
2615607,2008,12
2615607,2009,12
2615607,2010,12
2615607,2011,12
2615607,2012,12
2615607,2013,12
2615607,2014,12
2615607,2015,12
2615607,2016,12
2615607,2017,12
2615607,2018,12
2615607,2019,12
2615607,2020,12
2615706,2001,12
2615706,2002,12
2615706,2003,12
2615706,2004,12
2615706,2005,12
2615706,2006,12
2615706,2007,12
2615706,2008,12
2615706,2009,12
2615706,2010,12
2615706,2011,12
2615706,2012,12
2615706,2013,12
2615706,2014,12
2615706,2015,12
2615706,2016,12
2615706,2017,12
2615706,2018,12
2615706,2019,12
2615706,2020,12
2615805,2001,12
2615805,2002,12
2615805,2003,12
2615805,2004,12
2615805,2005,12
2615805,2006,12
2615805,2007,12
2615805,2008,12
2615805,2009,12
2615805,2010,12
2615805,2011,12
2615805,2012,12
2615805,2013,12
2615805,2014,12
2615805,2015,12
2615805,2016,12
2615805,2017,12
2615805,2018,12
2615805,2019,12
2615805,2020,12
2615904,2001,12
2615904,2002,12
2615904,2003,12
2615904,2004,12
2615904,2005,12
2615904,2006,12
2615904,2007,12
2615904,2008,12
2615904,2009,12
2615904,2010,12
2615904,2011,12
2615904,2012,12
2615904,2013,12
2615904,2014,12
2615904,2015,12
2615904,2016,12
2615904,2017,12
2615904,2018,12
2615904,2019,12
2615904,2020,12
2616001,2001,12
2616001,2002,12
2616001,2003,12
2616001,2004,12
2616001,2005,12
2616001,2006,12
2616001,2007,12
2616001,2008,12
2616001,2009,12
2616001,2010,12
2616001,2011,12
2616001,2012,12
2616001,2013,12
2616001,2014,12
2616001,2015,12
2616001,2016,12
2616001,2017,12
2616001,2018,12
2616001,2019,12
2616001,2020,12
2616100,2001,12
2616100,2002,12
2616100,2003,12
2616100,2004,12
2616100,2005,12
2616100,2006,12
2616100,2007,12
2616100,2008,12
2616100,2009,12
2616100,2010,12
2616100,2011,12
2616100,2012,12
2616100,2013,12
2616100,2014,12
2616100,2015,12
2616100,2016,12
2616100,2017,12
2616100,2018,12
2616100,2019,12
2616100,2020,12
2616183,2001,12
2616183,2002,12
2616183,2003,12
2616183,2004,12
2616183,2005,12
2616183,2006,12
2616183,2007,12
2616183,2008,12
2616183,2009,12
2616183,2010,12
2616183,2011,12
2616183,2012,12
2616183,2013,12
2616183,2014,12
2616183,2015,12
2616183,2016,12
2616183,2017,12
2616183,2018,12
2616183,2019,12
2616183,2020,12
2616209,2001,12
2616209,2002,12
2616209,2003,12
2616209,2004,12
2616209,2005,12
2616209,2006,12
2616209,2007,12
2616209,2008,12
2616209,2009,12
2616209,2010,12
2616209,2011,12
2616209,2012,12
2616209,2013,12
2616209,2014,12
2616209,2015,12
2616209,2016,12
2616209,2017,12
2616209,2018,12
2616209,2019,12
2616209,2020,12
2616308,2001,12
2616308,2002,12
2616308,2003,12
2616308,2004,12
2616308,2005,12
2616308,2006,12
2616308,2007,12
2616308,2008,12
2616308,2009,12
2616308,2010,12
2616308,2011,12
2616308,2012,12
2616308,2013,12
2616308,2014,12
2616308,2015,12
2616308,2016,12
2616308,2017,12
2616308,2018,12
2616308,2019,12
2616308,2020,12
2616407,2001,12
2616407,2002,12
2616407,2003,12
2616407,2004,12
2616407,2005,12
2616407,2006,12
2616407,2007,12
2616407,2008,12
2616407,2009,12
2616407,2010,12
2616407,2011,12
2616407,2012,12
2616407,2013,12
2616407,2014,12
2616407,2015,12
2616407,2016,12
2616407,2017,12
2616407,2018,12
2616407,2019,12
2616407,2020,12
2616506,2001,12
2616506,2002,12
2616506,2003,12
2616506,2004,12
2616506,2005,12
2616506,2006,12
2616506,2007,12
2616506,2008,12
2616506,2009,12
2616506,2010,12
2616506,2011,12
2616506,2012,12
2616506,2013,12
2616506,2014,12
2616506,2015,12
2616506,2016,12
2616506,2017,12
2616506,2018,12
2616506,2019,12
2616506,2020,12
2700102,2001,12
2700102,2002,12
2700102,2003,12
2700102,2004,12
2700102,2005,12
2700102,2006,12
2700102,2007,12
2700102,2008,12
2700102,2009,12
2700102,2010,12
2700102,2011,12
2700102,2012,12
2700102,2013,12
2700102,2014,12
2700102,2015,12
2700102,2016,12
2700102,2017,12
2700102,2018,12
2700102,2019,12
2700102,2020,12
2700201,2001,12
2700201,2002,12
2700201,2003,12
2700201,2004,12
2700201,2005,12
2700201,2006,12
2700201,2007,12
2700201,2008,12
2700201,2009,12
2700201,2010,12
2700201,2011,12
2700201,2012,12
2700201,2013,12
2700201,2014,12
2700201,2015,12
2700201,2016,12
2700201,2017,12
2700201,2018,12
2700201,2019,12
2700201,2020,12
2700300,2001,12
2700300,2002,12
2700300,2003,12
2700300,2004,12
2700300,2005,12
2700300,2006,12
2700300,2007,12
2700300,2008,12
2700300,2009,12
2700300,2010,12
2700300,2011,12
2700300,2012,12
2700300,2013,12
2700300,2014,12
2700300,2015,12
2700300,2016,12
2700300,2017,12
2700300,2018,12
2700300,2019,12
2700300,2020,12
2700409,2001,12
2700409,2002,12
2700409,2003,12
2700409,2004,12
2700409,2005,12
2700409,2006,12
2700409,2007,12
2700409,2008,12
2700409,2009,12
2700409,2010,12
2700409,2011,12
2700409,2012,12
2700409,2013,12
2700409,2014,12
2700409,2015,12
2700409,2016,12
2700409,2017,12
2700409,2018,12
2700409,2019,12
2700409,2020,12
2700508,2001,12
2700508,2002,12
2700508,2003,12
2700508,2004,12
2700508,2005,12
2700508,2006,12
2700508,2007,12
2700508,2008,12
2700508,2009,12
2700508,2010,12
2700508,2011,12
2700508,2012,12
2700508,2013,12
2700508,2014,12
2700508,2015,12
2700508,2016,12
2700508,2017,12
2700508,2018,12
2700508,2019,12
2700508,2020,12
2700607,2001,12
2700607,2002,12
2700607,2003,12
2700607,2004,12
2700607,2005,12
2700607,2006,12
2700607,2007,12
2700607,2008,12
2700607,2009,12
2700607,2010,12
2700607,2011,12
2700607,2012,12
2700607,2013,12
2700607,2014,12
2700607,2015,12
2700607,2016,12
2700607,2017,12
2700607,2018,12
2700607,2019,12
2700607,2020,12
2700706,2001,12
2700706,2002,12
2700706,2003,12
2700706,2004,12
2700706,2005,12
2700706,2006,12
2700706,2007,12
2700706,2008,12
2700706,2009,12
2700706,2010,12
2700706,2011,12
2700706,2012,12
2700706,2013,12
2700706,2014,12
2700706,2015,12
2700706,2016,12
2700706,2017,12
2700706,2018,12
2700706,2019,12
2700706,2020,12
2700805,2001,12
2700805,2002,12
2700805,2003,12
2700805,2004,12
2700805,2005,12
2700805,2006,12
2700805,2007,12
2700805,2008,12
2700805,2009,12
2700805,2010,12
2700805,2011,12
2700805,2012,12
2700805,2013,12
2700805,2014,12
2700805,2015,12
2700805,2016,12
2700805,2017,12
2700805,2018,12
2700805,2019,12
2700805,2020,12
2700904,2001,12
2700904,2002,12
2700904,2003,12
2700904,2004,12
2700904,2005,12
2700904,2006,12
2700904,2007,12
2700904,2008,12
2700904,2009,12
2700904,2010,12
2700904,2011,12
2700904,2012,12
2700904,2013,12
2700904,2014,12
2700904,2015,12
2700904,2016,12
2700904,2017,12
2700904,2018,12
2700904,2019,12
2700904,2020,12
2701001,2001,12
2701001,2002,12
2701001,2003,12
2701001,2004,12
2701001,2005,12
2701001,2006,12
2701001,2007,12
2701001,2008,12
2701001,2009,12
2701001,2010,12
2701001,2011,12
2701001,2012,12
2701001,2013,12
2701001,2014,12
2701001,2015,12
2701001,2016,12
2701001,2017,12
2701001,2018,12
2701001,2019,12
2701001,2020,12
2701100,2001,12
2701100,2002,12
2701100,2003,12
2701100,2004,12
2701100,2005,12
2701100,2006,12
2701100,2007,12
2701100,2008,12
2701100,2009,12
2701100,2010,12
2701100,2011,12
2701100,2012,12
2701100,2013,12
2701100,2014,12
2701100,2015,12
2701100,2016,12
2701100,2017,12
2701100,2018,12
2701100,2019,12
2701100,2020,12
2701209,2001,12
2701209,2002,12
2701209,2003,12
2701209,2004,12
2701209,2005,12
2701209,2006,12
2701209,2007,12
2701209,2008,12
2701209,2009,12
2701209,2010,12
2701209,2011,12
2701209,2012,12
2701209,2013,12
2701209,2014,12
2701209,2015,12
2701209,2016,12
2701209,2017,12
2701209,2018,12
2701209,2019,12
2701209,2020,12
2701308,2001,12
2701308,2002,12
2701308,2003,12
2701308,2004,12
2701308,2005,12
2701308,2006,12
2701308,2007,12
2701308,2008,12
2701308,2009,12
2701308,2010,12
2701308,2011,12
2701308,2012,12
2701308,2013,12
2701308,2014,12
2701308,2015,12
2701308,2016,12
2701308,2017,12
2701308,2018,12
2701308,2019,12
2701308,2020,12
2701357,2001,12
2701357,2002,12
2701357,2003,12
2701357,2004,12
2701357,2005,12
2701357,2006,12
2701357,2007,12
2701357,2008,12
2701357,2009,12
2701357,2010,12
2701357,2011,12
2701357,2012,12
2701357,2013,12
2701357,2014,12
2701357,2015,12
2701357,2016,12
2701357,2017,12
2701357,2018,12
2701357,2019,12
2701357,2020,12
2701407,2001,12
2701407,2002,12
2701407,2003,12
2701407,2004,12
2701407,2005,12
2701407,2006,12
2701407,2007,12
2701407,2008,12
2701407,2009,12
2701407,2010,12
2701407,2011,12
2701407,2012,12
2701407,2013,12
2701407,2014,12
2701407,2015,12
2701407,2016,12
2701407,2017,12
2701407,2018,12
2701407,2019,12
2701407,2020,12
2701506,2001,12
2701506,2002,12
2701506,2003,12
2701506,2004,12
2701506,2005,12
2701506,2006,12
2701506,2007,12
2701506,2008,12
2701506,2009,12
2701506,2010,12
2701506,2011,12
2701506,2012,12
2701506,2013,12
2701506,2014,12
2701506,2015,12
2701506,2016,12
2701506,2017,12
2701506,2018,12
2701506,2019,12
2701506,2020,12
2701605,2001,12
2701605,2002,12
2701605,2003,12
2701605,2004,12
2701605,2005,12
2701605,2006,12
2701605,2007,12
2701605,2008,12
2701605,2009,12
2701605,2010,12
2701605,2011,12
2701605,2012,12
2701605,2013,12
2701605,2014,12
2701605,2015,12
2701605,2016,12
2701605,2017,12
2701605,2018,12
2701605,2019,12
2701605,2020,12
2701704,2001,12
2701704,2002,12
2701704,2003,12
2701704,2004,12
2701704,2005,12
2701704,2006,12
2701704,2007,12
2701704,2008,12
2701704,2009,12
2701704,2010,12
2701704,2011,12
2701704,2012,12
2701704,2013,12
2701704,2014,12
2701704,2015,12
2701704,2016,12
2701704,2017,12
2701704,2018,12
2701704,2019,12
2701704,2020,12
2701803,2001,12
2701803,2002,12
2701803,2003,12
2701803,2004,12
2701803,2005,12
2701803,2006,12
2701803,2007,12
2701803,2008,12
2701803,2009,12
2701803,2010,12
2701803,2011,12
2701803,2012,12
2701803,2013,12
2701803,2014,12
2701803,2015,12
2701803,2016,12
2701803,2017,12
2701803,2018,12
2701803,2019,12
2701803,2020,12
2701902,2001,12
2701902,2002,12
2701902,2003,12
2701902,2004,12
2701902,2005,12
2701902,2006,12
2701902,2007,12
2701902,2008,12
2701902,2009,12
2701902,2010,12
2701902,2011,12
2701902,2012,12
2701902,2013,12
2701902,2014,12
2701902,2015,12
2701902,2016,12
2701902,2017,12
2701902,2018,12
2701902,2019,12
2701902,2020,12
2702009,2001,12
2702009,2002,12
2702009,2003,12
2702009,2004,12
2702009,2005,12
2702009,2006,12
2702009,2007,12
2702009,2008,12
2702009,2009,12
2702009,2010,12
2702009,2011,12
2702009,2012,12
2702009,2013,12
2702009,2014,12
2702009,2015,12
2702009,2016,12
2702009,2017,12
2702009,2018,12
2702009,2019,12
2702009,2020,12
2702108,2001,12
2702108,2002,12
2702108,2003,12
2702108,2004,12
2702108,2005,12
2702108,2006,12
2702108,2007,12
2702108,2008,12
2702108,2009,12
2702108,2010,12
2702108,2011,12
2702108,2012,12
2702108,2013,12
2702108,2014,12
2702108,2015,12
2702108,2016,12
2702108,2017,12
2702108,2018,12
2702108,2019,12
2702108,2020,12
2702207,2001,12
2702207,2002,12
2702207,2003,12
2702207,2004,12
2702207,2005,12
2702207,2006,12
2702207,2007,12
2702207,2008,12
2702207,2009,12
2702207,2010,12
2702207,2011,12
2702207,2012,12
2702207,2013,12
2702207,2014,12
2702207,2015,12
2702207,2016,12
2702207,2017,12
2702207,2018,12
2702207,2019,12
2702207,2020,12
2702306,2001,12
2702306,2002,12
2702306,2003,12
2702306,2004,12
2702306,2005,12
2702306,2006,12
2702306,2007,12
2702306,2008,12
2702306,2009,12
2702306,2010,12
2702306,2011,12
2702306,2012,12
2702306,2013,12
2702306,2014,12
2702306,2015,12
2702306,2016,12
2702306,2017,12
2702306,2018,12
2702306,2019,12
2702306,2020,12
2702355,2001,12
2702355,2002,12
2702355,2003,12
2702355,2004,12
2702355,2005,12
2702355,2006,12
2702355,2007,12
2702355,2008,12
2702355,2009,12
2702355,2010,12
2702355,2011,12
2702355,2012,12
2702355,2013,12
2702355,2014,12
2702355,2015,12
2702355,2016,12
2702355,2017,12
2702355,2018,12
2702355,2019,12
2702355,2020,12
2702405,2001,12
2702405,2002,12
2702405,2003,12
2702405,2004,12
2702405,2005,12
2702405,2006,12
2702405,2007,12
2702405,2008,12
2702405,2009,12
2702405,2010,12
2702405,2011,12
2702405,2012,12
2702405,2013,12
2702405,2014,12
2702405,2015,12
2702405,2016,12
2702405,2017,12
2702405,2018,12
2702405,2019,12
2702405,2020,12
2702504,2001,12
2702504,2002,12
2702504,2003,12
2702504,2004,12
2702504,2005,12
2702504,2006,12
2702504,2007,12
2702504,2008,12
2702504,2009,12
2702504,2010,12
2702504,2011,12
2702504,2012,12
2702504,2013,12
2702504,2014,12
2702504,2015,12
2702504,2016,12
2702504,2017,12
2702504,2018,12
2702504,2019,12
2702504,2020,12
2702553,2001,12
2702553,2002,12
2702553,2003,12
2702553,2004,12
2702553,2005,12
2702553,2006,12
2702553,2007,12
2702553,2008,12
2702553,2009,12
2702553,2010,12
2702553,2011,12
2702553,2012,12
2702553,2013,12
2702553,2014,12
2702553,2015,12
2702553,2016,12
2702553,2017,12
2702553,2018,12
2702553,2019,12
2702553,2020,12
2702603,2001,12
2702603,2002,12
2702603,2003,12
2702603,2004,12
2702603,2005,12
2702603,2006,12
2702603,2007,12
2702603,2008,12
2702603,2009,12
2702603,2010,12
2702603,2011,12
2702603,2012,12
2702603,2013,12
2702603,2014,12
2702603,2015,12
2702603,2016,12
2702603,2017,12
2702603,2018,12
2702603,2019,12
2702603,2020,12
2702702,2001,12
2702702,2002,12
2702702,2003,12
2702702,2004,12
2702702,2005,12
2702702,2006,12
2702702,2007,12
2702702,2008,12
2702702,2009,12
2702702,2010,12
2702702,2011,12
2702702,2012,12
2702702,2013,12
2702702,2014,12
2702702,2015,12
2702702,2016,12
2702702,2017,12
2702702,2018,12
2702702,2019,12
2702702,2020,12
2702801,2001,12
2702801,2002,12
2702801,2003,12
2702801,2004,12
2702801,2005,12
2702801,2006,12
2702801,2007,12
2702801,2008,12
2702801,2009,12
2702801,2010,12
2702801,2011,12
2702801,2012,12
2702801,2013,12
2702801,2014,12
2702801,2015,12
2702801,2016,12
2702801,2017,12
2702801,2018,12
2702801,2019,12
2702801,2020,12
2702900,2001,12
2702900,2002,12
2702900,2003,12
2702900,2004,12
2702900,2005,12
2702900,2006,12
2702900,2007,12
2702900,2008,12
2702900,2009,12
2702900,2010,12
2702900,2011,12
2702900,2012,12
2702900,2013,12
2702900,2014,12
2702900,2015,12
2702900,2016,12
2702900,2017,12
2702900,2018,12
2702900,2019,12
2702900,2020,12
2703007,2001,12
2703007,2002,12
2703007,2003,12
2703007,2004,12
2703007,2005,12
2703007,2006,12
2703007,2007,12
2703007,2008,12
2703007,2009,12
2703007,2010,12
2703007,2011,12
2703007,2012,12
2703007,2013,12
2703007,2014,12
2703007,2015,12
2703007,2016,12
2703007,2017,12
2703007,2018,12
2703007,2019,12
2703007,2020,12
2703106,2001,12
2703106,2002,12
2703106,2003,12
2703106,2004,12
2703106,2005,12
2703106,2006,12
2703106,2007,12
2703106,2008,12
2703106,2009,12
2703106,2010,12
2703106,2011,12
2703106,2012,12
2703106,2013,12
2703106,2014,12
2703106,2015,12
2703106,2016,12
2703106,2017,12
2703106,2018,12
2703106,2019,12
2703106,2020,12
2703205,2001,12
2703205,2002,12
2703205,2003,12
2703205,2004,12
2703205,2005,12
2703205,2006,12
2703205,2007,12
2703205,2008,12
2703205,2009,12
2703205,2010,12
2703205,2011,12
2703205,2012,12
2703205,2013,12
2703205,2014,12
2703205,2015,12
2703205,2016,12
2703205,2017,12
2703205,2018,12
2703205,2019,12
2703205,2020,12
2703304,2001,12
2703304,2002,12
2703304,2003,12
2703304,2004,12
2703304,2005,12
2703304,2006,12
2703304,2007,12
2703304,2008,12
2703304,2009,12
2703304,2010,12
2703304,2011,12
2703304,2012,12
2703304,2013,12
2703304,2014,12
2703304,2015,12
2703304,2016,12
2703304,2017,12
2703304,2018,12
2703304,2019,12
2703304,2020,12
2703403,2001,12
2703403,2002,12
2703403,2003,12
2703403,2004,12
2703403,2005,12
2703403,2006,12
2703403,2007,12
2703403,2008,12
2703403,2009,12
2703403,2010,12
2703403,2011,12
2703403,2012,12
2703403,2013,12
2703403,2014,12
2703403,2015,12
2703403,2016,12
2703403,2017,12
2703403,2018,12
2703403,2019,12
2703403,2020,12
2703502,2001,12
2703502,2002,12
2703502,2003,12
2703502,2004,12
2703502,2005,12
2703502,2006,12
2703502,2007,12
2703502,2008,12
2703502,2009,12
2703502,2010,12
2703502,2011,12
2703502,2012,12
2703502,2013,12
2703502,2014,12
2703502,2015,12
2703502,2016,12
2703502,2017,12
2703502,2018,12
2703502,2019,12
2703502,2020,12
2703601,2001,12
2703601,2002,12
2703601,2003,12
2703601,2004,12
2703601,2005,12
2703601,2006,12
2703601,2007,12
2703601,2008,12
2703601,2009,12
2703601,2010,12
2703601,2011,12
2703601,2012,12
2703601,2013,12
2703601,2014,12
2703601,2015,12
2703601,2016,12
2703601,2017,12
2703601,2018,12
2703601,2019,12
2703601,2020,12
2703700,2001,12
2703700,2002,12
2703700,2003,12
2703700,2004,12
2703700,2005,12
2703700,2006,12
2703700,2007,12
2703700,2008,12
2703700,2009,12
2703700,2010,12
2703700,2011,12
2703700,2012,12
2703700,2013,12
2703700,2014,12
2703700,2015,12
2703700,2016,12
2703700,2017,12
2703700,2018,12
2703700,2019,12
2703700,2020,12
2703759,2001,12
2703759,2002,12
2703759,2003,12
2703759,2004,12
2703759,2005,12
2703759,2006,12
2703759,2007,12
2703759,2008,12
2703759,2009,12
2703759,2010,12
2703759,2011,12
2703759,2012,12
2703759,2013,12
2703759,2014,12
2703759,2015,12
2703759,2016,12
2703759,2017,12
2703759,2018,12
2703759,2019,12
2703759,2020,12
2703809,2001,12
2703809,2002,12
2703809,2003,12
2703809,2004,12
2703809,2005,12
2703809,2006,12
2703809,2007,12
2703809,2008,12
2703809,2009,12
2703809,2010,12
2703809,2011,12
2703809,2012,12
2703809,2013,12
2703809,2014,12
2703809,2015,12
2703809,2016,12
2703809,2017,12
2703809,2018,12
2703809,2019,12
2703809,2020,12
2703908,2001,12
2703908,2002,12
2703908,2003,12
2703908,2004,12
2703908,2005,12
2703908,2006,12
2703908,2007,12
2703908,2008,12
2703908,2009,12
2703908,2010,12
2703908,2011,12
2703908,2012,12
2703908,2013,12
2703908,2014,12
2703908,2015,12
2703908,2016,12
2703908,2017,12
2703908,2018,12
2703908,2019,12
2703908,2020,12
2704005,2001,12
2704005,2002,12
2704005,2003,12
2704005,2004,12
2704005,2005,12
2704005,2006,12
2704005,2007,12
2704005,2008,12
2704005,2009,12
2704005,2010,12
2704005,2011,12
2704005,2012,12
2704005,2013,12
2704005,2014,12
2704005,2015,12
2704005,2016,12
2704005,2017,12
2704005,2018,12
2704005,2019,12
2704005,2020,12
2704104,2001,12
2704104,2002,12
2704104,2003,12
2704104,2004,12
2704104,2005,12
2704104,2006,12
2704104,2007,12
